Name,City,Address,Phone,Rating,Price,Photo Urls
Ramada Antioch, Antioch,"2436 Mahogany Road, Antioch, CA 94509, United States",(925) 754-6600,2.5,181,https://lh3.googleusercontent.com/p/AF1QipPb-zBLWgPQK0dDYanPwB-L70Ms86_tHHr_Y-I=s1600-w338 https://lh3.googleusercontent.com/p/AF1QipNflWi32eyPLS3RZKc5PKUJKujFY7U2WanQQaY=s1600-w338 https://lh3.googleusercontent.com/p/AF1QipPl_EqqbNWwrE7vAJw1kYbgU3sNQ8lr4jP5xNA=s1600-w338 https://lh3.googleusercontent.com/p/AF1QipNN68iK8I00f0oq_o9bntbuq8xhvf4yitGYSHU=s1600-w338 https://lh3.googleusercontent.com/p/AF1QipN_LAG1wLDwuAlrtto-TEFbu3DYeViHAkIWvRA=s1600-w400
Days Inn & Suites Antioch, Antioch,"1605 Auto Center Dr, Antioch, CA 94509, United States",(925) 522-0010,3.1,181,https://lh3.googleusercontent.com/p/AF1QipOhm-1bk-FXNiZCGGByfA8B4M_CRc6eI_yAKsdS=s1600-w338 https://lh3.googleusercontent.com/p/AF1QipPhvHBoxbIabZC1lGjm0DEWlr9rd8KCEtm7OEVa=s1600-w338 https://lh3.googleusercontent.com/p/AF1QipNlD9a0b8sCdLExU57V3tRcBD20h5nRGvNHqMhI=s1600-w338 https://lh3.googleusercontent.com/p/AF1QipN2sn9X5CQyQLVWKvhLj2EAMU2OBh76Dm873wFH=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOemFt1n-AjfZPsWOUpuvUKo23S9JMez13GUXR6=s1600-w338
Antioch Executive Inn, Antioch,"515 E 18th St, Antioch, CA 94509, United States",(925) 757-6100,2.4,166,https://lh3.googleusercontent.com/p/AF1QipMwvkKvJb0wisfGNDmygHciBJm9R-_A3YiHQPUw=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipO4rE6FsejVlDo9J-yKNO_mG3l97_afkLWGT6U-=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipN1v5YYUSxLqNMKzeOOcsd-qvI3oukE7Fg3Jbho=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipO1QgkFAYsZwTtnHht0HBbPOPm7pJt8-hfwRURO=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipP4G2wiLO0f50Ix0fJ1IS6DI1PVhbnvRfkFKTBR=s1600-w400
Economy Inn, 520 E 18th St,"945079, 520 E 18th St, Antioch, CA 94509, United States",(925) 757-5770,2.2,164,https://lh3.googleusercontent.com/p/AF1QipOdqqpeCWrnlKmQMqCHjm1JQl6yl8gFJqXcs8rO=s1600-w400
Best Western Plus Delta Inn & Suites, Oakley,"5549 Bridgehead Rd, Oakley, CA 94561, United States",(925) 755-1222,4.2,102,https://lh3.googleusercontent.com/p/AF1QipNlRX4Jbeb4CoSb99qaCJD65mi6tt7tfGOPOe4Q=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNEL-ZfWkdBgFmoIatHNfYqcGVvjLe2rK9-d-gc=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMpQcEPcq6SnyfrrWYJroSMqgdR53xMzZoluMHE=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMpz61HceFVv0heAlWOOwtwK5AG1S4xWdkdyWBP=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNRA_f-1q58bt2KI5li1FAvd6qU8pkirwP5LJsh=s1600-w400
Black Horse Motel, Apple Valley,"22001 Arapahoe Ave, Apple Valley, CA 92307, United States",(760) 247-7601,3.3,184,No pictures found
Motel 6 Victorville - Apple Valley, Victorville,"16868 Stoddard Wells Rd, Victorville, CA 92394, United States",(760) 596-4000,3.5,113,https://lh3.googleusercontent.com/p/AF1QipMFTae27v1_a4JqsvZl2_XKcBWvAH0XA03dTFMz=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPISFrMf-Q6rCbBsRn7QUbDf0s4w8X5kpy0rkFx=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOEQ-0qdTjKparShqDevCca40IL92DvmxbRB4id=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMyC1De3VGmgYA8afRLojgUHxxPyMdW0RWhYS5D=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipM55g5lbpIAirqEpe-UN77d189wH6Zy0FYaK0T4=s1600-w400
Hilltop Tavern and Inn, Apple Valley,"9544 Kiowa Rd, Apple Valley, CA 92308, United States",(760) 961-8698,4.3,161,https://lh3.googleusercontent.com/p/AF1QipOhwr2jOEYuMJ6aMhxA2_G4CR26gu4m3fFWDz4N=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMnOkQj975rAmdSTPqu_f8U7fLK4_TzuHcQuPO7=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipN-DI6ptQCKxUQzAigtoOMZ8R9YYAl5SAvJVUgP=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOZqRJyUGjzCye8ECq6vyBxfQ4GBeJn5UMdumrp=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipN6KtJ38EOSft219bpoPgzrxGxTP4yRteXjl2Yv=s1600-w400
HillTop Inn and suites, Victorville,"16901 Stoddard Wells Rd, Victorville, CA 92394, United States",(760) 243-1463,3.4,144,https://lh3.googleusercontent.com/p/AF1QipM4eFCBAnIMouOgpylS4lZUqjnar54JhpaesEvE=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMwtklKZQzI2Sh3OfO7-xqZ2AD2yhcOZeD6x-LC=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPqnGM9Qf7ckvprt1D2TbTP3oZYcRK5k7bxeVdM=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipP7rr3ToeBfYwZHc65SxH04JimCiBhDH2wGlVWA=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMxGqhGivg3WIm58kPGbWWkVFXGZ968t_H2JG-T=s1600-w400
Apple Valley Motel, Apple Valley,"21255 CA-18, Apple Valley, CA 92307, United States",(760) 646-8614,0,200,https://lh3.googleusercontent.com/p/AF1QipM4eFCBAnIMouOgpylS4lZUqjnar54JhpaesEvE=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMwtklKZQzI2Sh3OfO7-xqZ2AD2yhcOZeD6x-LC=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPqnGM9Qf7ckvprt1D2TbTP3oZYcRK5k7bxeVdM=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipP7rr3ToeBfYwZHc65SxH04JimCiBhDH2wGlVWA=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMxGqhGivg3WIm58kPGbWWkVFXGZ968t_H2JG-T=s1600-w400
Best Western Seacliff Inn, Aptos,"7500 Old Dominion Ct, Aptos, CA 95003, United States",(831) 688-7300,4.2,166,https://lh3.googleusercontent.com/p/AF1QipMrb1oPaL_i8NNjoWLhmWu6g7xuwBuEY_-RiXW1=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPxKoclfTyNDtt694cAGgnPFsEEkauh1Z87pS8r=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPCJlSjyG6NNzg85I_xTmnCfhUSgD7BKp5U7lax=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNkh3sShZYP2GnbggzhXEX5F0IfhNN0TNQSnWCD=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMqrHoPcWYivmqqCsntJvV7QS7HAWx7jOcgOa__=s1600-w400
Rio Sands Hotel, Aptos,"116 Aptos Beach Drive, Aptos, CA 95003, United States",(831) 688-3207,4.3,128,https://lh3.googleusercontent.com/p/AF1QipPcVQQRODqZFT6iLgCeNpJZo_ysrjliHCT5Vdoy=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipO_19g-5u8jM0LjWB0TJG5bBdU3obxZZinCNMxp=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNHub-k-QdJsosCz1ZCtgxyU2QpEVonwpxPyyH9=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPRoZkYJfYxJuneYybS2eR4x5lZbLEoZ7b6qL7N=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOKsGmCeWDQ9-3sgQaJnN9zPmp0bWlypXEkKVri=s1600-w400
Bayview Hotel Bed & Breakfast, Aptos,"8041 Soquel Dr, Aptos, CA 95003, United States",(831) 688-8654,3.2,194,https://lh3.googleusercontent.com/p/AF1QipPRbwQ6Fa0hCfgTKYEEu-i2OKl8Ksv8XkqVJZMH=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOy4_qFaajdG9LKvc1ZBdGCALxZ29tEhwbQloQf=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipO9_Ny7kCDS7nMOENNexxDlejPwrifUeCc5fe-F=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOacxGmiVFgEiB9oqK_5R6dqXyV95-9qFiDmpaF=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNILanO4XL070c_AF3ssoyQF0VPwMN4Qe9W-KDN=s1600-w400
Seascape Beach Resort, Aptos,"1 Seascape Resort Dr, Aptos, CA 95003, United States",(831) 688-6800,4.4,183,https://lh3.googleusercontent.com/p/AF1QipO5APksB5gI16uKxPUlVY9L_GfcUOj0KlGqYM-T=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNHhYsIFWT_6R13KO8Jj_akVYKE_O-3HiO-aSUB=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOPrQHkHYaDeFgHDtuSaU7vW0mofCV1pYpuvlGm=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipO-jjSClJ_CEHXaNkAusimMpJ5k2cfNr8gfThWD=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPOJC6YZXBoK9VkgdefiDunY4iyvLZtovkPpf-x=s1600-w400
Best Western Plus Capitola By-the-Sea Inn & Suites, Capitola,"1435 41st Ave, Capitola, CA 95010, United States",(831) 477-0607,4.5,184,https://lh3.googleusercontent.com/p/AF1QipPdt9CylgF7tWIy5rWTbj3lVnz1_mlHThngwmxv=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPlLAt2F3GlWc-hB0KE2ed4qPpA_EOCP4BYnUQw=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMbl0SC8VuTcBhXG9_Y2S2XonBJbFTFtx2R6n2P=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipO3fafdgeOgaBCW8ziQDakvq7BHt16uxT7Zjdet=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMnlunxhrTCSfFze1Pohf7uVZp4J60uLWZ4g4vi=s1600-w400
Extended Stay America Hotel Los Angeles - Arcadia, Arcadia,"401 E Santa Clara St, Arcadia, CA 91006, United States",(626) 446-6422,3.4,138,https://lh3.googleusercontent.com/p/AF1QipMDejSnb2D1yFSKihefNsl8OsNYYZAnF2ip6fIJ=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMFzZ8Gu_riBrLI_bUogbHl3gypplrjIvwwCDfQ=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOiu0l3yg6YPvJT1r13lxNkEgifcRbgcw-TdsX1=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMoDaK7_zAwH648kJlefE2huvZtMJchJi4fMw8=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOsjtQbMfYPlYoZ-WjA6j38-IIHLwJF0N8xeWO8=s1600-w400
Residence Inn by Marriott Pasadena Arcadia, Arcadia,"321 E Huntington Dr, Arcadia, CA 91006, United States",(626) 446-6500,4.4,150,https://lh3.googleusercontent.com/p/AF1QipNAKFieQuKAZpROTE62nuANJBY30H5eAUs57Uhx=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOKOhO5LnDrkBsGZ6gXLelUEubJGMQzMQWLfa29=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMXZar1Cvqats9q_5BXtLodbS9Kr2jGHSV_HKyZ=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNeOxylI6RdXUe3DrNPxQTtLqvYNEyZL5VdGlYd=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMR_rmSGvh-qEY6XcMFEQuLd220AzrFvgqjzAvB=s1600-w400
Embassy Suites by HIlton Arcadia Pasadena Area, Arcadia,"211 E Huntington Dr, Arcadia, CA 91006, United States",(626) 445-8525,4.2,145,https://lh3.googleusercontent.com/p/AF1QipPfOA9x6m67oXgBhI0Ua06lhGV2rXkdMzp2YCoY=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipM1GOsVuY2d_r5Cm92SQ2uHok1ROrBwEjmefqSi=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMP7P9zmuVSjnkVzXsljVyZkiCL81UfDZe0a2Yx=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNxxELPYUKL82gvSRw-yiyk5q_odMDhbAe_xIMF=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOkr5eV8f6HN_C9_w7pfb_neXV5WEyzTvkdQs1G=s1600-w400
Motel 6 Los Angeles - Arcadia - Pasadena Area, Arcadia,"225 Colorado Pl, Arcadia, CA 91007, United States",(626) 446-2660,3.8,177,https://lh3.googleusercontent.com/p/AF1QipNVmQHLEXlHA2o8syoYe-yIK3ZUob33Kd1OyjSL=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPoCgQTp3S5Cj2RHlKmMkFiQoI-c2Jg_AsGpiaM=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPea3Xkv4dQinLqMITT6kH5Xc8YBVwwKDI407nE=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipP-GiY-cTpN9LQUaEBKMnDESAyK4zV45sc99IT_=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMBm4vev2jB0dxSQAtpzfmYzCp3NVxTvJuhTsF7=s1600-w400
Hilton Garden Inn Arcadia/Pasadena Area, Arcadia,"199 N 2nd Ave, Arcadia, CA 91006, United States",(626) 574-6900,4.1,151,https://lh3.googleusercontent.com/p/AF1QipOQ8vfCgOnxZpxv6x-ukVXjt0_bb69ts_qIyb4G=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMCmghZYTk2FxkBPGJMKbQ6eKGnvACBFlIHwLDu=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPTcPewpolrXV6v9Gd85o2Vlqqgg1l0WhmfqvRz=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPfXx7qYabacWfPEEfaMtoWIcuTNZ_4AhfLNYPm=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMXT6AvoIW1zx0VBSOWHnV1-M6zghk0M_pdD-hV=s1600-w400
Best Western Arcata Inn, Arcata,"4827 Valley W Blvd, Arcata, CA 95521, United States",(707) 826-0313,4.2,159,https://lh3.googleusercontent.com/p/AF1QipP0iOxLyAM9m78oc0Zv2_S_g_IoARS6F9oYFQxQ=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMj7FKPdHnK7IuxtzE9Ol4-1DxvmQGqYAMvc_sb=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPK1ep4_PKOR-VBr3pQ2tDRqHcEJoCkp95EjNs_=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipN_pKAQM7IgjUouZ144URBdZJDmarjy_7aZeRBN=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPFGgyVmCbNnCN4sfPnRyJ15QJjNjZL513kRZD5=s1600-w400
Motel 6 Arcata - Humboldt University, Arcata,"4755 Valley W Blvd, Arcata, CA 95521, United States",(707) 822-7061,3.5,125,https://lh3.googleusercontent.com/p/AF1QipP8Ey7CixqO8VcbWeXFda3i5_PQZqhEIJ6BKXyV=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipO1ao1IBVj2-D0_TL5FCqGR3S7wHKiCyNthsq2D=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipN1AxNH4DWoDKLcwCjOUKWY8OFQMAZhwCyrWjAP=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOaak_P4aU0LG3-IAUW1edtZgoMZ6xvJgQC4XVL=s1600-w350 https://lh3.googleusercontent.com/p/AF1QipOuPV4PU2Qa4AjSvSBHdW3BUQvaalVV6ldKWqxe=s1600-w400
Red Roof Inn Arcata, Arcata,"4975 Valley W Blvd, Arcata, CA 95521, United States",(707) 633-6148,2.4,114,https://lh3.googleusercontent.com/p/AF1QipOQMqL-soKRx2jVOuk4K2__TnfKRaz0Z8_XNBY5=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPEi9hyQ0puVW6CyhXjofQK4yohuTsDwVmp2UBo=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOtk_dA5H-UU7jzQODS0WOPla4RO-2XPYemEFqW=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOs1lcflEo2I8rdTZQp3rtMHO7VRHs4-_6aZUIh=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipObu9txQb4DGU40uqWHJcNt0hHCOz0_tqpulwwD=s1600-w400
Hotel Arcata, Arcata,"708 9th St, Arcata, CA 95521, United States",(707) 826-0217,3.9,140,https://lh3.googleusercontent.com/p/AF1QipNGS0PT1qxvyV6Z_Ps5chnQ2d0MAdr_u1w5Lba9=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOSapYdmB0WWOM6-uC31k4KDehuSnglqfszT86j=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMbJqf0yLhtJztPg0BAfAzpeJmeFbk6CSG2PqVK=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipP6YLo1pQ8LfDrz0RrCSuDLkUEnHUKp6eSsVCI-=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMHQ-QRkWjavSyY_hz7hs9YqStOn9Q_1cPBlGyZ=s1600-w400
Ramada Arcata, Arcata,"3535 Janes Rd, Arcata, CA 95521, United States",(707) 822-0409,3,170,https://lh3.googleusercontent.com/p/AF1QipM8C8p1d261POtT4XOU2wKXbsVySAMvkrx6dDWQ=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipN4ZHLRLJGO7pLPRy9pgKY2C39wP6BjoXYEfZEC=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMGB-86FFjEo4exbL-Kxsg1cVDDT6CcxmJFwMNJ=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipP8tgUIWn1Axj9Jy9uNi6jVqVFdI815jRsaLvkh=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOnMHPDq7XkR6mJAxoMaxLD6kiuZYksm8ABsQft=s1600-w400
Mountain Retreat Resort, Arnold,"936 Cypress Point Dr, Arnold, CA 95223, United States",(209) 795-4447,4.7,124,https://lh3.googleusercontent.com/p/AF1QipOKx5gkxEfxVzzfGdQpLFDnEsdJpGcbZ0hC90Ro=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOURjUWEjO418FVTCXEkAcnWIVCyQD4UmcrFAtu=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOOYI4AOkUlUuXYm0gH6Uv4DSv-LuJ4PFTUAeNN=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNiK5-qq4kTvGpPmDKAkFpPTNsFYITSvCkOnxry=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipM8B6XUgagdhADkQQZG9LG42oi0-s8l_h-4pbHw=s1600-w400
Timberline Lodge, Arnold,"890 CA-4, Arnold, CA 95223, United States",(209) 795-1053,4.5,198,https://lh3.googleusercontent.com/p/AF1QipPDTFRL0pRxXmPHg25L0Sz8fP6K8CJ20NM7oG0V=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPC-XGFf0TUO6jbkIU9ZTSTStno5KMsnPQW2b0p=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipM9_7k2CgET-zStl3xDEPuBU09ulQqYy5QQ5iww=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPOkf2jkWOOJnxSgujtUQ3O-lqKhzk9eWFRqODS=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPDRgVw85TxDz-BuMT0v6o-JBUOa8KK2F7tDCt5=s1600-w400
Murphys Inn Motel, Murphys,"76 Main St, Murphys, CA 95247, United States",(209) 728-1818,4.1,113,https://lh3.googleusercontent.com/p/AF1QipMNZc-PCYgl2CLse8w2xdX38ZIOO9HPisCakuBC=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPSOhLGkAJUTyrCscWgTNFhjPhJTRZhk1qEjaek=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPk1JKhcpsxa-KjRGv3DusJdMKrZPoQoZkufoNw=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNYQjcjuv091Zsqoqrp7fzhLWPc_nDC2URb_FVM=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOg4IneJqYSeMKyHQDZ9DCmETTs7oK6sHWtSvT6=s1600-w400
Arnold Meadowmont Lodge, Arnold,"2011 CA-4, Arnold, CA 95223, United States",(888) 538-1222,4.3,111,https://lh3.googleusercontent.com/p/AF1QipPEhbAKiT5TdbcBhBNJ54fhnCaJAsBvrsE-hnMM=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipP9-JzNgxA_fSLPyKgOArGrFZuxt3ooN_7nzzrF=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOgejnzpQTgCPy67gMHcaq_4VNLRZfmaYsaiTl1=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipP6acwAzvZPCCkDzmh1t4L3icJZiggi9CSgLQpD=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNyYjB94Y5LSuS2zj3LwoUpFLhPtgnInAhDEoBp=s1600-w400
Travelodge Angels Camp CA, Angels Camp,"600 N Main St, Angels Camp, CA 95221, United States",(209) 736-5004,4.1,149,https://lh3.googleusercontent.com/p/AF1QipN_F2qKNtveC_wH5HHVNt9sUQ7WkS3MW-Zwx_7i=s1600-w338 https://lh3.googleusercontent.com/p/AF1QipMMb_h6adJipxW57MVFZDaEtyHTIW96DjylPdqs=s1600-w338 https://lh3.googleusercontent.com/p/AF1QipOmQECGtvnCla6QN1nPk4092WMCoVw33t-Jfsq9=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMoviIZYV284vMEWCyTeEiRlFNuJPA2g0rcKDw2=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMsPTQnwdiGczmWTevZD7AqztZn4mYrAPc9fauG=s1600-w338
Best Western Casa Grande Inn, Arroyo Grande,"850 N Oak Park Blvd, Arroyo Grande, CA 93420, United States",(805) 481-7398,4.2,197,https://lh3.googleusercontent.com/p/AF1QipPUV9vLWa_fYZtj2Pjvl9imPB42J-2xS2q7Cqkv=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOtdp9f70i3aC7zP282DZ1Puqu8XmIArvu3ndz4=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNw1GEFQcmyQMvytuxwZzCVHrZDyiV3e-Ty3No7=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipM-hziaJRJW3VT5lnliUTKdKG2N8PBs12i84ry-=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipN31R64CMsl90XU8ICBL3VlPPg5cSkpoZx293Zk=s1600-w400
Aloha Inn, Arroyo Grande,"611 El Camino Real, Arroyo Grande, CA 93420, United States",(805) 489-9300,3.6,178,https://lh3.googleusercontent.com/p/AF1QipP2zx8Vrdfck1P9BZNmDj1T9F1pKqQgyvxkHEQy=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPaGhdhpirLES9rSbPbRcqZe9mBFhNwxyzbMnzE=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNJD1wcODiYNreKO7sBYx_g1ZOSkc9_hXducoKp=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOyiv5WketDioQqP2MfFsJI7T8ndKS9tHTQhEcX=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNzQYtWhCcOO49zPR2E_HjzpQCAVhgluGssp06X=s1600-w400
Hampton Inn & Suites Arroyo Grande/Pismo Beach Area, Arroyo Grande,"1400 W Branch St, Arroyo Grande, CA 93420, United States",(805) 202-2110,4.1,160,https://lh3.googleusercontent.com/p/AF1QipPv_bqJDFviy8Qwd-lvvKfCeS_8E_1fvBW8rVb9=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipN-RPaC8kOJ79Xi3Q9NH8IFgXTg-zosZWlxIpaP=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipODq44C_kuYzwol3uIrhwZ21jqQr1lB_eHyHUeD=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOTCu8T9Ec_Z5HkJhXl83sjoSn8RLtAGoYKRWW_=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMgHsJxjVIi_9EWtbbqgSqhiNbfx74qxQSBJZ8_=s1600-w400
Beachway Inn Motel, Arroyo Grande,"617 E Grand Ave, Arroyo Grande, CA 93420, United States",(805) 489-5633,3.3,117,https://lh3.googleusercontent.com/p/AF1QipM0R9MUcqs4pp-7nq2kczZ5lYvkJceR8bpL2aSg=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMb7vLWSdBH1S5I0WW5MvPEEipoYqC0gr-_M4Qv=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPKOIXy-GKV8v5gKv4zow6-dYjIY0PMOUGKI9il=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipP-nzMrwGQyjFIbnkrCPImlkWx4Yr_FrYY2dzqo=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipN_YQfTxyv3JlLk8YeE4LbiS5lSH4RxD1aSledE=s1600-w400
Premier Inns Beach, Arroyo Grande,"555 Camino Mercado, Arroyo Grande, CA 93420, United States",(805) 481-4774,3.4,170,https://lh3.googleusercontent.com/p/AF1QipPdY75QDMJlF1ayXngg0t30LKqK2ywo9jOjjxPW=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMq7Yi6wuWmOd8ojOeA_q7tlN3tfhIjlqAAw2hz=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOkmaOxdipVq-1zzMCcrYMI0QYmF431vVd0OV3m=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNXa-JG5eu9LMRQzusjwpMA-H2jxsbBLy-VmWHn=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOq-oTMPaclbZ68Lz2d5kryoNRYcnbKKbK70k0o=s1600-w400
Rodeway Inn, Artesia,"11854 Artesia Blvd, Artesia, CA 90701, United States",(562) 402-0070,3.5,182,https://lh3.googleusercontent.com/p/AF1QipPAE-Q5u-GZGh2NEzpu--lCq9Js28XVoGN2jF97=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipP3G1a9W6oMJtEft65wfh2doGWTxF5LZrkg1pJc=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipML0MO2dscqhbXd1-qcGxqaq5oWP-w31wiRrYM=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOrEdyDeqUIGKQDgZ3fXNzyETdalpSuXj-HZRg=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMYEcYBTNjgivBbDXxtTAcvEF7F_0m91GAHBv31=s1600-w400
Days Inn & Suites Artesia, Artesia,"17510 Pioneer Blvd, Artesia, CA 90701, United States",(562) 924-6700,3.7,145,https://lh3.googleusercontent.com/p/AF1QipOQiIYxKFCUuLflSgJv0ESLb11AswWxAV_fQY-P=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipOrYmuU5u9F5q3fTdFd6XV8LWh5oMG1t6wBmTIi=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipNsO4MAZCsMegtoZSCsiOJr_cY43R-XHyyRD74N=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipMeIBFurQuWAugADFRIqdpnp5OLRck6vI7mplbe=s1600-w400 https://lh3.googleusercontent.com/p/AF1QipPAbkeKQDOMfCMqbOwMFgubMGMIiEkyDLypOxkt=s1600-w400
